zone,annee,year,pathologie,code_pathologie,nom_pathologie,region_departement,code_departement_region,nom_departement_region,hospi_prog_24h,hospi_autres_24h,hospi_total_24h,hospi_1J,hospi_2J,hospi_3J,hospi_4J,hospi_5J,hospi_6J,hospi_7J,hospi_8J,hospi_9J,hospi_10J_19J,hospi_20J_29J,hospi_30J,total_hospi,AVG_duree_hospi,cle_unique,service,Classification,cle_unique_2
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,01 - Ain,1,Ain,1605,0,1605,176,84,22,4,3,0,0,0,0,0,0,0,1897,1.58,01 - Ain_15117_2018,O,O,01 - Ain_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,01 - Ain,1,Ain,1759,0,1760,214,91,13,8,3,0,0,0,0,3,0,0,2095,1.6,01 - Ain_15117_2019,O,O,01 - Ain_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,01 - Ain,1,Ain,1559,0,1559,196,105,16,6,4,0,0,0,0,0,0,0,1889,1.58,01 - Ain_15117_2020,O,O,01 - Ain_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,01 - Ain,1,Ain,1558,0,1560,202,71,22,9,3,0,0,0,0,0,0,0,1870,1.55,01 - Ain_15117_2021,O,O,01 - Ain_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,01 - Ain,1,Ain,1592,0,1593,211,57,11,3,0,0,0,3,0,0,0,0,1882,1.44,01 - Ain_15117_2022,O,O,01 - Ain_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,46 - Lot,46,Lot,549,0,551,56,15,8,3,0,0,0,0,0,0,0,0,635,1.55,46 - Lot_15117_2018,O,O,46 - Lot_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,46 - Lot,46,Lot,537,0,537,66,13,4,0,0,0,0,0,0,0,0,0,623,1.4,46 - Lot_15117_2019,O,O,46 - Lot_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,46 - Lot,46,Lot,514,0,514,58,13,0,0,0,0,0,0,0,0,0,0,588,1.3,46 - Lot_15117_2020,O,O,46 - Lot_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,46 - Lot,46,Lot,509,0,511,57,8,4,0,0,0,0,0,0,0,0,0,581,1.25,46 - Lot_15117_2021,O,O,46 - Lot_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,46 - Lot,46,Lot,524,0,524,62,7,4,0,0,0,0,0,0,0,0,0,597,1.21,46 - Lot_15117_2022,O,O,46 - Lot_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,83 - Var,83,Var,4306,4,4310,317,115,42,24,6,7,4,3,0,3,3,0,4835,1.9,83 - Var_15117_2018,O,O,83 - Var_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,83 - Var,83,Var,4170,8,4178,357,114,39,16,8,0,5,0,0,3,0,0,4725,1.65,83 - Var_15117_2019,O,O,83 - Var_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,83 - Var,83,Var,3559,3,3562,307,120,37,8,8,5,0,0,0,0,0,0,4051,1.62,83 - Var_15117_2020,O,O,83 - Var_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,83 - Var,83,Var,3263,0,3264,348,120,23,9,4,4,0,0,0,0,0,0,3776,1.53,83 - Var_15117_2021,O,O,83 - Var_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,83 - Var,83,Var,3450,0,3451,354,85,20,8,0,0,3,0,0,4,0,0,3931,1.53,83 - Var_15117_2022,O,O,83 - Var_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,10 - Aube,10,Aube,1081,3,1084,181,45,11,3,0,3,0,0,0,0,0,0,1334,1.52,10 - Aube_15117_2018,O,O,10 - Aube_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,10 - Aube,10,Aube,1057,8,1065,152,50,18,6,4,0,0,0,0,0,0,0,1298,1.57,10 - Aube_15117_2019,O,O,10 - Aube_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,10 - Aube,10,Aube,1111,6,1117,134,41,17,4,6,0,0,0,0,0,0,0,1321,1.61,10 - Aube_15117_2020,O,O,10 - Aube_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,10 - Aube,10,Aube,1042,0,1043,132,33,10,11,0,0,0,0,3,0,0,0,1235,1.76,10 - Aube_15117_2021,O,O,10 - Aube_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,10 - Aube,10,Aube,1031,0,1033,115,29,12,3,5,0,0,0,0,0,0,1,1201,1.87,10 - Aube_15117_2022,O,O,10 - Aube_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Aude,11,Aude,1475,0,1476,143,50,23,4,3,3,0,0,0,0,0,0,1704,1.66,11 - Aude_15117_2018,O,O,11 - Aude_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Aude,11,Aude,1356,0,1357,115,42,18,9,3,0,0,0,0,0,0,0,1545,1.65,11 - Aude_15117_2019,O,O,11 - Aude_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Aude,11,Aude,1264,0,1264,115,32,12,3,0,0,0,0,0,0,0,0,1429,1.48,11 - Aude_15117_2020,O,O,11 - Aude_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Aude,11,Aude,1275,0,1275,126,41,10,3,3,0,0,0,0,0,0,0,1463,1.68,11 - Aude_15117_2021,O,O,11 - Aude_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Aude,11,Aude,1218,4,1222,99,24,10,5,0,0,0,0,0,0,0,0,1362,1.49,11 - Aude_15117_2022,O,O,11 - Aude_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,18 - Cher,18,Cher,967,0,969,102,30,7,4,3,0,0,0,0,0,0,0,1116,1.48,18 - Cher_15117_2018,O,O,18 - Cher_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,18 - Cher,18,Cher,931,0,931,84,30,9,6,0,0,0,0,0,0,0,0,1063,1.73,18 - Cher_15117_2019,O,O,18 - Cher_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,18 - Cher,18,Cher,898,0,898,87,22,11,3,0,3,0,0,0,0,0,0,1026,1.59,18 - Cher_15117_2020,O,O,18 - Cher_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,18 - Cher,18,Cher,889,0,889,97,21,13,10,0,0,0,0,0,0,0,0,1034,1.71,18 - Cher_15117_2021,O,O,18 - Cher_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,18 - Cher,18,Cher,869,0,869,87,23,7,5,0,0,3,0,0,0,0,1,996,1.82,18 - Cher_15117_2022,O,O,18 - Cher_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,27 - Eure,27,Eure,1765,4,1769,297,71,25,6,4,5,0,0,0,0,0,0,2181,1.49,27 - Eure_15117_2018,O,O,27 - Eure_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,27 - Eure,27,Eure,1867,3,1870,248,78,9,11,0,0,0,0,0,0,0,0,2220,1.42,27 - Eure_15117_2019,O,O,27 - Eure_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,27 - Eure,27,Eure,1793,4,1797,236,69,21,6,0,0,0,0,0,0,0,0,2132,1.43,27 - Eure_15117_2020,O,O,27 - Eure_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,27 - Eure,27,Eure,1662,6,1668,243,57,19,9,4,0,0,0,0,0,0,0,2005,1.5,27 - Eure_15117_2021,O,O,27 - Eure_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,27 - Eure,27,Eure,1650,0,1652,229,74,9,9,3,0,0,0,0,0,0,0,1977,1.41,27 - Eure_15117_2022,O,O,27 - Eure_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,30 - Gard,30,Gard,2417,0,2418,230,82,33,13,0,0,3,0,0,4,0,0,2789,1.78,30 - Gard_15117_2018,O,O,30 - Gard_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,30 - Gard,30,Gard,2295,0,2297,231,78,33,13,6,0,0,0,0,0,0,0,2667,1.72,30 - Gard_15117_2019,O,O,30 - Gard_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,30 - Gard,30,Gard,2401,0,2402,252,71,25,7,4,0,0,0,0,3,0,0,2769,1.62,30 - Gard_15117_2020,O,O,30 - Gard_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,30 - Gard,30,Gard,2020,0,2020,217,61,30,4,0,0,0,0,0,0,0,0,2336,1.53,30 - Gard_15117_2021,O,O,30 - Gard_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,30 - Gard,30,Gard,1951,0,1952,205,48,41,14,0,4,0,0,3,0,0,0,2269,1.71,30 - Gard_15117_2022,O,O,30 - Gard_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Gers,32,Gers,447,0,448,61,16,7,0,0,0,0,0,0,0,0,0,535,1.44,32 - Gers_15117_2018,O,O,32 - Gers_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Gers,32,Gers,409,0,410,48,12,4,0,0,0,0,0,0,0,0,0,480,1.86,32 - Gers_15117_2019,O,O,32 - Gers_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Gers,32,Gers,368,0,368,51,18,5,0,0,0,0,0,0,0,0,0,446,1.54,32 - Gers_15117_2020,O,O,32 - Gers_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Gers,32,Gers,366,0,367,47,17,5,0,0,0,0,0,0,0,0,0,438,1.46,32 - Gers_15117_2021,O,O,32 - Gers_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Gers,32,Gers,302,0,302,55,10,0,4,0,0,0,0,0,0,0,0,373,1.37,32 - Gers_15117_2022,O,O,32 - Gers_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,39 - Jura,39,Jura,678,0,678,87,25,4,0,0,0,0,0,0,0,0,0,796,1.37,39 - Jura_15117_2018,O,O,39 - Jura_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,39 - Jura,39,Jura,652,0,653,77,16,3,0,0,0,0,0,0,0,0,0,752,1.32,39 - Jura_15117_2019,O,O,39 - Jura_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,39 - Jura,39,Jura,630,0,630,69,13,0,0,0,0,0,0,0,0,0,0,715,1.29,39 - Jura_15117_2020,O,O,39 - Jura_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,39 - Jura,39,Jura,610,0,610,87,19,5,0,0,0,0,0,0,0,0,0,722,1.29,39 - Jura_15117_2021,O,O,39 - Jura_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,39 - Jura,39,Jura,603,0,604,71,14,0,0,0,0,0,0,0,0,0,0,695,1.34,39 - Jura_15117_2022,O,O,39 - Jura_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,59 - Nord,59,Nord,8753,4,8757,894,322,92,44,17,4,6,5,0,3,0,0,10144,1.59,59 - Nord_15117_2018,O,O,59 - Nord_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,59 - Nord,59,Nord,8760,9,8769,833,319,106,32,18,18,9,0,0,5,0,0,10112,1.67,59 - Nord_15117_2019,O,O,59 - Nord_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,59 - Nord,59,Nord,8108,7,8115,793,279,86,31,17,6,6,0,4,5,3,0,9347,1.68,59 - Nord_15117_2020,O,O,59 - Nord_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,59 - Nord,59,Nord,7877,10,7887,861,290,80,38,21,7,6,4,0,5,0,1,9202,1.65,59 - Nord_15117_2021,O,O,59 - Nord_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,59 - Nord,59,Nord,7895,6,7901,787,232,83,29,16,5,7,4,0,3,0,1,9068,1.6,59 - Nord_15117_2022,O,O,59 - Nord_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,60 - Oise,60,Oise,2370,0,2371,269,100,43,11,5,3,4,0,0,4,0,0,2812,1.76,60 - Oise_15117_2018,O,O,60 - Oise_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,60 - Oise,60,Oise,2393,3,2396,234,94,44,21,6,0,0,0,0,0,0,0,2801,1.77,60 - Oise_15117_2019,O,O,60 - Oise_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,60 - Oise,60,Oise,2354,5,2359,255,74,31,22,11,3,0,0,0,0,0,0,2762,1.77,60 - Oise_15117_2020,O,O,60 - Oise_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,60 - Oise,60,Oise,2187,0,2188,278,65,33,5,6,0,0,0,0,0,0,0,2579,1.52,60 - Oise_15117_2021,O,O,60 - Oise_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,60 - Oise,60,Oise,2111,0,2111,261,82,27,13,10,5,0,0,0,0,0,0,2513,1.69,60 - Oise_15117_2022,O,O,60 - Oise_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,61 - Orne,61,Orne,706,0,706,124,22,8,3,0,0,0,0,0,0,0,0,865,1.37,61 - Orne_15117_2018,O,O,61 - Orne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,61 - Orne,61,Orne,731,3,734,107,35,4,6,0,0,0,0,0,0,0,0,890,1.52,61 - Orne_15117_2019,O,O,61 - Orne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,61 - Orne,61,Orne,660,0,660,116,15,7,4,0,0,0,0,0,0,0,0,803,1.32,61 - Orne_15117_2020,O,O,61 - Orne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,61 - Orne,61,Orne,615,0,615,89,28,6,5,0,0,0,0,0,0,0,0,748,1.59,61 - Orne_15117_2021,O,O,61 - Orne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,61 - Orne,61,Orne,670,0,671,108,23,15,0,0,0,0,0,0,0,0,0,819,1.4,61 - Orne_15117_2022,O,O,61 - Orne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,81 - Tarn,81,Tarn,1296,3,1299,133,57,15,4,0,0,0,0,0,0,0,0,1512,1.53,81 - Tarn_15117_2018,O,O,81 - Tarn_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,81 - Tarn,81,Tarn,1221,0,1221,137,45,13,9,0,0,0,0,0,0,0,0,1426,1.5,81 - Tarn_15117_2019,O,O,81 - Tarn_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,81 - Tarn,81,Tarn,1180,0,1180,116,38,3,3,0,0,0,0,0,0,0,0,1344,1.45,81 - Tarn_15117_2020,O,O,81 - Tarn_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,81 - Tarn,81,Tarn,1182,0,1182,137,44,9,0,0,0,0,0,0,0,0,0,1377,1.45,81 - Tarn_15117_2021,O,O,81 - Tarn_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,81 - Tarn,81,Tarn,1123,0,1124,133,24,8,5,0,0,0,0,0,0,0,0,1300,1.61,81 - Tarn_15117_2022,O,O,81 - Tarn_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,02 - Aisne,2,Aisne,1716,3,1719,178,58,23,12,6,3,0,0,0,0,0,0,2001,1.69,02 - Aisne_15117_2018,O,O,02 - Aisne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,02 - Aisne,2,Aisne,1817,3,1820,183,75,24,7,7,0,3,0,0,0,0,0,2121,1.69,02 - Aisne_15117_2019,O,O,02 - Aisne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,02 - Aisne,2,Aisne,1668,7,1675,196,47,23,12,0,0,0,0,0,0,0,0,1960,1.57,02 - Aisne_15117_2020,O,O,02 - Aisne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,02 - Aisne,2,Aisne,1704,0,1706,190,37,20,13,5,0,0,0,0,0,0,0,1974,1.58,02 - Aisne_15117_2021,O,O,02 - Aisne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,02 - Aisne,2,Aisne,1642,0,1642,178,48,20,5,3,0,0,0,0,0,0,0,1899,1.51,02 - Aisne_15117_2022,O,O,02 - Aisne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,25 - Doubs,25,Doubs,1272,0,1273,166,67,40,10,0,0,0,0,0,0,0,0,1559,1.67,25 - Doubs_15117_2018,O,O,25 - Doubs_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,25 - Doubs,25,Doubs,1262,0,1263,149,58,27,12,4,3,0,0,0,0,0,0,1518,1.8,25 - Doubs_15117_2019,O,O,25 - Doubs_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,25 - Doubs,25,Doubs,1163,0,1165,157,54,23,5,6,3,0,0,0,0,0,0,1415,1.66,25 - Doubs_15117_2020,O,O,25 - Doubs_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,25 - Doubs,25,Doubs,1086,0,1086,165,60,17,8,0,0,0,0,0,0,0,0,1340,1.54,25 - Doubs_15117_2021,O,O,25 - Doubs_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,25 - Doubs,25,Doubs,1099,0,1100,170,44,24,3,4,0,0,0,0,0,0,0,1346,1.49,25 - Doubs_15117_2022,O,O,25 - Doubs_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,36 - Indre,36,Indre,520,0,522,73,20,10,5,0,0,0,0,0,0,0,0,631,1.56,36 - Indre_15117_2018,O,O,36 - Indre_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,36 - Indre,36,Indre,547,3,550,89,36,8,5,0,0,0,0,0,0,0,0,694,1.65,36 - Indre_15117_2019,O,O,36 - Indre_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,36 - Indre,36,Indre,553,0,554,76,33,11,10,0,0,0,0,0,0,0,0,687,1.75,36 - Indre_15117_2020,O,O,36 - Indre_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,36 - Indre,36,Indre,536,0,536,87,34,16,8,0,0,0,0,0,0,0,0,685,1.78,36 - Indre_15117_2021,O,O,36 - Indre_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,36 - Indre,36,Indre,596,3,599,99,32,13,3,0,0,0,0,0,0,0,0,748,1.49,36 - Indre_15117_2022,O,O,36 - Indre_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,42 - Loire,42,Loire,2165,0,2165,209,89,31,11,3,0,4,4,0,3,0,0,2522,1.87,42 - Loire_15117_2018,O,O,42 - Loire_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,42 - Loire,42,Loire,2283,0,2283,246,83,20,11,3,0,0,0,0,0,0,0,2651,1.55,42 - Loire_15117_2019,O,O,42 - Loire_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,42 - Loire,42,Loire,2025,0,2026,213,78,10,7,0,0,0,0,0,4,0,0,2343,1.62,42 - Loire_15117_2020,O,O,42 - Loire_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,42 - Loire,42,Loire,2116,3,2119,216,63,16,8,0,3,0,0,0,0,0,0,2428,1.47,42 - Loire_15117_2021,O,O,42 - Loire_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,42 - Loire,42,Loire,2150,4,2154,237,47,18,7,6,0,0,0,0,0,0,0,2477,1.55,42 - Loire_15117_2022,O,O,42 - Loire_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,51 - Marne,51,Marne,1705,3,1708,165,44,19,9,4,0,3,0,0,0,0,0,1956,1.7,51 - Marne_15117_2018,O,O,51 - Marne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,51 - Marne,51,Marne,1832,3,1835,223,61,20,5,3,9,0,0,0,0,0,0,2158,1.56,51 - Marne_15117_2019,O,O,51 - Marne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,51 - Marne,51,Marne,1621,4,1625,198,43,8,5,4,0,0,0,0,3,0,0,1887,1.5,51 - Marne_15117_2020,O,O,51 - Marne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,51 - Marne,51,Marne,1579,0,1579,197,53,19,5,0,0,0,0,0,0,0,0,1860,1.52,51 - Marne_15117_2021,O,O,51 - Marne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,51 - Marne,51,Marne,1558,4,1562,237,52,12,5,0,0,0,0,0,0,0,0,1872,1.34,51 - Marne_15117_2022,O,O,51 - Marne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,55 - Meuse,55,Meuse,488,0,488,75,18,6,3,0,0,0,0,0,0,0,0,593,1.52,55 - Meuse_15117_2018,O,O,55 - Meuse_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,55 - Meuse,55,Meuse,461,0,462,64,19,9,3,0,0,0,0,0,0,0,0,562,1.71,55 - Meuse_15117_2019,O,O,55 - Meuse_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,55 - Meuse,55,Meuse,414,0,414,48,15,4,3,3,0,0,0,0,0,0,0,489,1.77,55 - Meuse_15117_2020,O,O,55 - Meuse_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,55 - Meuse,55,Meuse,415,3,418,53,12,7,0,4,0,0,0,0,0,0,0,500,1.82,55 - Meuse_15117_2021,O,O,55 - Meuse_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,55 - Meuse,55,Meuse,441,0,443,62,20,4,0,5,0,0,0,0,0,0,0,536,1.6,55 - Meuse_15117_2022,O,O,55 - Meuse_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,75 - Paris,75,Paris,7397,4,7401,730,240,80,29,24,7,7,5,0,10,0,1,8536,1.76,75 - Paris_15117_2018,O,O,75 - Paris_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,75 - Paris,75,Paris,7197,0,7199,721,222,58,23,16,8,7,6,3,8,0,1,8273,1.71,75 - Paris_15117_2019,O,O,75 - Paris_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,75 - Paris,75,Paris,6214,4,6218,642,202,69,25,22,10,8,0,0,4,0,0,7205,1.71,75 - Paris_15117_2020,O,O,75 - Paris_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,75 - Paris,75,Paris,5832,4,5836,692,211,53,25,9,14,6,0,6,6,0,0,6859,1.63,75 - Paris_15117_2021,O,O,75 - Paris_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,75 - Paris,75,Paris,5700,5,5705,696,152,49,25,5,9,8,0,0,7,0,0,6659,1.57,75 - Paris_15117_2022,O,O,75 - Paris_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,80 - Somme,80,Somme,1893,0,1893,176,62,35,11,6,3,3,0,0,0,0,0,2190,1.79,80 - Somme_15117_2018,O,O,80 - Somme_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,80 - Somme,80,Somme,1886,0,1887,206,42,35,13,6,0,0,0,0,0,0,0,2192,1.62,80 - Somme_15117_2019,O,O,80 - Somme_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,80 - Somme,80,Somme,1736,0,1736,186,52,15,20,0,0,0,0,0,0,0,0,2015,1.71,80 - Somme_15117_2020,O,O,80 - Somme_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,80 - Somme,80,Somme,1709,0,1709,163,46,19,8,0,0,3,0,0,0,0,0,1952,1.59,80 - Somme_15117_2021,O,O,80 - Somme_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,80 - Somme,80,Somme,1967,0,1967,145,49,20,9,0,0,0,0,0,0,0,0,2195,1.63,80 - Somme_15117_2022,O,O,80 - Somme_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,89 - Yonne,89,Yonne,1044,0,1044,147,68,11,8,3,0,0,0,0,0,0,0,1282,1.55,89 - Yonne_15117_2018,O,O,89 - Yonne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,89 - Yonne,89,Yonne,1056,0,1057,99,46,18,3,0,0,0,0,0,0,0,0,1229,1.72,89 - Yonne_15117_2019,O,O,89 - Yonne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,89 - Yonne,89,Yonne,911,0,911,80,35,7,4,0,0,0,0,0,0,0,0,1044,1.8,89 - Yonne_15117_2020,O,O,89 - Yonne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,89 - Yonne,89,Yonne,912,0,912,128,44,13,7,0,0,0,0,0,0,0,0,1107,1.53,89 - Yonne_15117_2021,O,O,89 - Yonne_2021_O
